ticker,lstm_s,mc_mean,mc_std,sent_score,regime,regime_conf,legacy_regime,risk_score_corr,div_status,topo_modifier,topo_chaos,topo_signal,causal_modifier,causal_score,combined_mod,adver_passed,adver_delta,adver_penalty,top_driver,ig_score,raw_conf,gated_conf,gdi,gdi_penalty,gdi_tension,conflict_ruling,arb_conf,asc_score,asc_penalty,asc_quadrant,bcs,aesl_zone,aesl_mult,alloc_pct,display_alloc_pct,kelly_frac,num_shares,decision,actual_ret,result_cat,result_icon,test_date,outcome_date,window
AMD,0.0847,0.0847,0.0847,0.08,Bear,0.98,N/A,1.0,CRITICAL,0.906,0.7314,SIDEWAYS,0.9355,0.6182,0.9207,True,-0.8936,1.0,sma10_dist,0.003163,0.3136,0.5985,0.3047,0.95,MILD,SYSTEMIC_VETO,0.1346,0.8697,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3655,MILD,0.9,0.0,2.0,-0.4423,0,SELL,1.551,noise_w,BAD,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
INTC,0.0259,0.0259,0.0259,0.03,Bear,0.68,N/A,0.5114,MINOR,0.9873,0.5636,CHAOTIC,0.9355,0.6182,0.9614,True,-0.7595,1.0,log_return,-0.002359,0.1692,0.497,0.2711,0.95,MILD,MILD_ADJUST,0.352,0.8723,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2195,HARMONY,1.0,0.0,0.0,-0.08,0,HOLD,0.0,hold,HOLD,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
ORCL,0.1046,0.1046,0.1046,0.1,Bear,0.93,N/A,0.9576,CRITICAL,1.0106,0.4471,CHAOTIC,0.9655,0.6515,0.988,True,-0.8847,1.0,log_return,-0.001234,0.3225,0.6422,0.2707,0.95,MILD,SYSTEMIC_VETO,0.1445,0.9014,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3894,MILD,0.9828,0.0,2.0,-0.4258,0,SELL,4.353,wrong,BAD,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
SPY,0.5912,0.5912,0.4088,0.1,Bull,0.83,N/A,0.3,OK,1.0097,0.4516,NEUTRAL,0.95,0.5,0.9798,True,-0.3891,1.0,log_return,-0.002172,0.9064,0.8035,0.2563,0.95,MILD,MILD_ADJUST,0.5123,0.9225,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.0393,HARMONY,1.05,15.82,15.82,0.3172,2,BUY,1.306,correct,OK,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
QQQ,0.9979,0.9979,0.0021,0.12,Sideways,0.94,N/A,0.3,OK,0.9884,0.5581,CHAOTIC,0.95,0.5,0.9692,False,-0.0004,0.72,log_return,-0.003908,0.9958,0.6949,0.2718,0.95,MILD,NO_CONFLICT,0.5212,0.9217,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2093,HARMONY,1.092,14.62,14.62,0.2818,2,BUY,1.634,correct,OK,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
DIA,0.3462,0.3462,0.3462,0.09,Bull,0.89,N/A,0.3,OK,0.9923,0.5386,NEUTRAL,0.95,0.5,0.9711,True,-0.5819,1.0,log_return,-0.001934,0.4059,0.3942,0.4244,0.85,MODERATE,MILD_ADJUST,0.2513,0.9272,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.5127,MODERATE,0.8436,0.0,0.0,-0.0482,0,HOLD,1.322,hold,HOLD,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
IWM,0.0,0.0,0.0,0.15,Sideways,0.79,N/A,0.3,OK,0.9124,0.6979,SIDEWAYS,0.95,0.5,0.9312,True,-0.9882,1.0,log_return,-0.002359,0.383,0.6565,0.33,0.95,MILD,HOLD,0.4185,0.9346,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.676,HIGH,0.5775,3.42,3.42,0.1278,1,BUY,1.889,correct,OK,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
JPM,1.0,1.0,0.0,0.12,Sideways,0.72,N/A,0.3062,OK,0.9874,0.5628,CHAOTIC,0.9655,0.6515,0.9765,False,0.0094,0.72,sma10_dist,0.00216,0.9958,0.7001,0.2945,0.95,MILD,NO_CONFLICT,0.5251,0.8994,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1817,HARMONY,0.92,7.77,7.77,0.2876,3,BUY,-3.145,wrong,BAD,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
BAC,1.0,1.0,0.0,0.11,Sideways,0.83,N/A,0.2744,OK,1.0079,0.4604,CHAOTIC,0.9655,0.6515,0.9867,False,0.0016,0.72,sma10_dist,0.00234,0.9955,0.7072,0.2818,0.95,MILD,NO_CONFLICT,0.5304,0.8994,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1969,HARMONY,1.04,11.03,11.03,0.2956,25,BUY,1.475,noise_c,OK!,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
GS,0.0023,0.0023,0.0023,0.14,Sideways,0.6,N/A,0.5607,MINOR,1.0082,0.4588,CHAOTIC,1.0314,0.8046,1.0198,True,-0.5211,1.0,log_return,-0.00316,0.3803,0.6262,0.3583,0.85,MODERATE,HOLD,0.3992,0.887,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.6705,HIGH,0.572,1.22,1.22,0.0987,0,BUY,1.067,noise_c,OK!,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
V,1.0,1.0,0.0,0.08,Sideways,0.82,N/A,0.3129,OK,1.0087,0.4564,CHAOTIC,0.9355,0.6182,0.9721,True,0.0576,1.0,vol_change,0.002268,0.9944,0.9666,0.277,0.95,MILD,NO_CONFLICT,0.7249,0.8714,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1989,HARMONY,0.966,19.32,19.32,0.5874,6,BUY,1.145,noise_c,OK!,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
GLD,0.0,0.0,0.0,-0.05,Bull,0.63,N/A,0.3,OK,1.0104,0.4478,CHAOTIC,0.95,0.5,0.9802,True,-0.676,1.0,vol_change,-0.002367,0.253,0.3376,0.67,0.5,CRITICAL,NO_CONFLICT,0.2532,0.8918,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.8156,HIGH,0.6006,0.0,2.0,-0.0455,0,SELL,-1.449,noise_c,OK!,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
TLT,0.0,0.0,0.0,0.02,Sideways,0.75,N/A,0.3,OK,0.9263,0.6246,SIDEWAYS,0.95,0.5,0.9382,True,-0.594,1.0,vol_change,-0.004647,0.2178,0.2043,0.291,0.95,MILD,NO_CONFLICT,0.1532,0.8918,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.4567,MODERATE,0.7245,0.0,2.0,-0.2702,0,SELL,2.04,wrong,BAD,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
SLV,0.0001,0.0001,0.0001,-0.03,Bear,0.68,N/A,0.3,OK,0.991,0.5448,CHAOTIC,0.95,0.5,0.9705,True,-0.1017,1.0,log_return,0.001013,0.1508,0.2548,0.2247,0.95,MILD,NO_CONFLICT,0.1911,0.8918,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2922,MILD,0.9,0.0,2.0,-0.3482,0,SELL,-1.618,noise_c,OK!,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
XOM,0.9996,0.9996,0.0004,0.06,Sideways,0.79,N/A,0.35,OK,0.9067,0.7277,SIDEWAYS,0.9954,0.6848,0.951,True,0.0225,1.0,sma10_dist,0.002006,0.9934,0.9448,0.2788,0.95,MILD,NO_CONFLICT,0.7086,0.9023,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2722,MILD,0.9,18.0,18.0,0.5629,15,BUY,-0.438,noise_w,BAD,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
CVX,1.0,1.0,0.0,0.05,Sideways,0.82,N/A,0.35,OK,0.9279,0.6163,SIDEWAYS,0.9954,0.6848,0.9616,True,0.0308,1.0,sma10_dist,0.001788,0.9928,0.9548,0.28,0.95,MILD,NO_CONFLICT,0.7161,0.9023,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2748,MILD,0.9,18.0,18.0,0.5741,12,BUY,-0.774,noise_w,BAD,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
WMT,0.972,0.972,0.028,0.04,Sideways,0.98,N/A,0.309,OK,1.0089,0.4554,CHAOTIC,0.9654,0.6515,0.9871,True,0.0666,1.0,vol_change,0.004793,0.9912,0.9295,0.2651,0.95,MILD,NO_CONFLICT,0.6971,0.9153,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3139,MILD,0.9,18.0,18.0,0.5457,21,BUY,0.923,noise_c,OK!,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
PG,0.9997,0.9997,0.0003,0.03,Bull,0.68,N/A,0.3824,OK,0.9157,0.6805,SIDEWAYS,0.9354,0.6181,0.9255,True,0.1581,1.0,RSI,0.000539,0.9918,0.7411,0.2161,0.95,MILD,NO_CONFLICT,0.5558,0.9021,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.0929,HARMONY,1.05,18.86,18.86,0.3782,12,BUY,3.092,correct,OK,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
JNJ,0.0,0.0,0.0,0.02,Sideways,0.98,N/A,0.4631,MINOR,0.9083,0.7194,SIDEWAYS,1.0253,0.7177,0.9668,True,-0.6636,1.0,RSI,0.001364,0.2178,0.2106,0.291,0.95,MILD,NO_CONFLICT,0.1529,0.8779,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.4376,MODERATE,0.78,0.0,2.0,-0.2706,0,SELL,-1.799,noise_c,OK!,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
NFLX,0.9993,0.9993,0.0007,0.07,Bear,0.89,N/A,0.3922,OK,1.0092,0.4541,CHAOTIC,0.9655,0.6515,0.9874,True,0.0128,1.0,RSI,0.002433,0.9936,0.9811,0.6865,0.5,CRITICAL,NO_CONFLICT,0.7358,0.8826,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.6265,MODERATE,0.75,6.75,6.75,0.5597,8,HOLD,3.234,hold,HOLD,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
DIS,1.0,1.0,0.0,0.05,Sideways,0.98,N/A,0.4823,MINOR,0.9153,0.6828,SIDEWAYS,0.9655,0.6515,0.9404,True,0.0103,1.0,sma10_dist,0.001462,0.9928,0.9337,0.28,0.95,MILD,MILD_ADJUST,0.6715,0.8826,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2831,MILD,0.828,16.56,16.56,0.5072,17,BUY,1.992,noise_c,OK!,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
CRM,1.0,1.0,0.0,0.06,Sideways,0.94,N/A,0.3866,OK,1.009,0.455,CHAOTIC,0.9655,0.6515,0.9872,False,0.0052,0.72,sma20_dist,0.003661,0.9934,0.7061,0.279,0.95,MILD,NO_CONFLICT,0.5296,0.8826,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2828,MILD,0.9,12.58,12.58,0.2944,4,BUY,11.349,correct,OK,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
PLTR,0.0,0.0,0.0,0.2,Bear,0.89,N/A,0.5648,MINOR,1.0127,0.4367,CHAOTIC,0.9355,0.6182,0.9741,True,-0.0116,1.0,sma10_dist,0.000819,0.3382,0.7598,0.385,0.85,MODERATE,HOLD,0.306,0.9408,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.5531,MODERATE,0.75,0.0,0.0,-0.1567,0,HOLD,8.482,hold,HOLD,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06->11-2024)
AAPL,0.0,0.0,0.0,-0.1,Bear,0.86,N/A,0.564,MINOR,1.012,0.44,CHAOTIC,1.0014,0.7713,1.0067,True,-0.6814,1.0,RSI,-0.001747,0.141,0.1533,0.195,1.0,HARMONY,NO_CONFLICT,0.1055,0.9408,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1046,HARMONY,0.92,0.0,2.0,-0.4908,0,SELL,-4.356,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
MSFT,0.0,0.0,0.0,-0.09,Bear,0.64,N/A,0.559,MINOR,0.9245,0.6342,SIDEWAYS,0.9654,0.6515,0.9449,True,-0.0417,1.0,RSI,-0.000558,0.1424,0.2631,0.198,1.0,HARMONY,MILD_ADJUST,0.1817,0.9408,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1175,HARMONY,1.04,0.0,2.0,-0.3639,0,SELL,-6.566,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
NVDA,0.0001,0.0001,0.0001,-0.16,Bear,0.68,N/A,0.6366,MINOR,1.0087,0.4563,NEUTRAL,0.9355,0.6182,0.9721,True,-0.2365,1.0,log_return,0.003247,0.1326,0.2502,0.2298,0.95,MILD,MILD_ADJUST,0.1654,0.9408,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1059,HARMONY,1.04,0.0,2.0,-0.3909,0,SELL,-3.162,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
TSLA,0.0,0.0,0.0,-0.12,Bear,0.73,N/A,0.5462,MINOR,1.0098,0.4509,CHAOTIC,0.9355,0.6182,0.9727,False,-0.0049,0.72,sma20_dist,0.000778,0.1382,0.1045,0.289,0.95,MILD,NO_CONFLICT,0.0727,0.9408,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1084,HARMONY,1.04,0.0,2.0,-0.5455,0,SELL,-10.664,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
META,1.0,1.0,0.0,-0.08,Sideways,0.72,N/A,0.5302,MINOR,0.9849,0.5755,CHAOTIC,0.9355,0.6182,0.9602,True,0.0215,1.0,vol_change,0.002888,0.9791,0.9401,0.3347,0.95,MILD,MILD_ADJUST,0.6592,0.9406,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.4685,MODERATE,0.78,10.44,10.44,0.4888,2,BUY,2.707,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
GOOGL,0.0,0.0,0.0,-0.09,Bear,0.72,N/A,0.2966,OK,0.9804,0.598,CHAOTIC,0.9655,0.6515,0.9729,True,-0.4731,1.0,vol_change,-0.001644,0.1424,0.1496,0.198,1.0,HARMONY,NO_CONFLICT,0.1122,0.9357,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1127,HARMONY,1.0,0.0,2.0,-0.4797,0,SELL,-6.483,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
AMZN,0.0,0.0,0.0,-0.1,Bear,0.65,N/A,0.4041,MINOR,0.9168,0.6748,SIDEWAYS,0.9355,0.6182,0.9262,True,-0.6455,1.0,sma10_dist,0.000519,0.141,0.2537,0.195,1.0,HARMONY,NO_CONFLICT,0.1899,0.9357,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1155,HARMONY,1.04,0.0,2.0,-0.3502,0,SELL,-11.386,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
AMD,0.0,0.0,0.0,-0.14,Bear,0.98,N/A,1.0,CRITICAL,1.0074,0.4631,CHAOTIC,0.9355,0.6182,0.9715,True,-0.0569,1.0,sma20_dist,-0.003621,0.1354,0.1421,0.2387,0.95,MILD,SYSTEMIC_VETO,0.0319,0.9357,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.0958,HARMONY,1.04,0.0,2.0,-0.6134,0,SELL,-2.615,noise_c,OK!,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
INTC,0.0,0.0,0.0,-0.18,Bear,0.98,N/A,0.5114,MINOR,0.9118,0.701,SIDEWAYS,0.9355,0.6182,0.9237,False,-0.0016,0.72,sma50_dist,-0.002621,0.1298,0.0932,0.1905,1.0,HARMONY,NO_CONFLICT,0.066,0.9357,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.092,HARMONY,1.04,0.0,2.0,-0.5567,0,SELL,-33.256,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
ORCL,0.0,0.0,0.0,-0.06,Bear,0.51,N/A,0.9576,CRITICAL,1.007,0.4651,CHAOTIC,0.9355,0.6182,0.9712,True,-0.5184,1.0,vol_change,-0.000997,0.1466,0.3164,0.207,0.95,MILD,SYSTEMIC_VETO,0.0712,0.9357,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2486,MILD,0.9042,0.0,2.0,-0.548,0,SELL,-5.757,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
SPY,0.0026,0.0026,0.0026,-0.1,Sideways,0.76,N/A,0.3,OK,1.0113,0.4437,NEUTRAL,0.95,0.5,0.9807,True,-0.8244,1.0,RSI,-0.001432,0.202,0.1981,0.2735,0.95,MILD,NO_CONFLICT,0.1486,0.9362,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3559,MODERATE,0.7875,0.0,2.0,-0.2771,0,SELL,-4.542,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
QQQ,0.0,0.0,0.0,-0.14,Sideways,0.97,N/A,0.3,OK,1.011,0.4452,CHAOTIC,0.95,0.5,0.9805,True,-0.1927,1.0,vol_change,-0.002142,0.1954,0.1916,0.271,0.95,MILD,NO_CONFLICT,0.1437,0.9299,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3556,MODERATE,0.7875,0.0,2.0,-0.2845,0,SELL,-4.843,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
DIA,0.0,0.0,0.0,-0.09,Bull,0.98,N/A,0.3,OK,1.0071,0.4647,CHAOTIC,0.95,0.5,0.9786,True,-0.667,1.0,RSI,-0.000979,0.2474,0.2421,0.666,0.5,CRITICAL,NO_CONFLICT,0.1816,0.9299,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.7122,HIGH,0.5948,0.0,2.0,-0.1458,0,SELL,-5.056,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
IWM,0.0,0.0,0.0,-0.12,Bear,0.74,N/A,0.3,OK,1.0062,0.4688,CHAOTIC,0.95,0.5,0.9781,True,-0.0202,1.0,sma10_dist,-0.000966,0.1382,0.146,0.189,1.0,HARMONY,NO_CONFLICT,0.1095,0.9299,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1078,HARMONY,0.92,0.0,2.0,-0.4842,0,SELL,-9.152,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
JPM,0.0,0.0,0.0,-0.07,Sideways,0.94,N/A,0.3062,OK,0.9276,0.618,SIDEWAYS,0.9655,0.6515,0.9466,True,-0.9654,1.0,RSI,-0.001128,0.2052,0.1942,0.278,0.95,MILD,NO_CONFLICT,0.1457,0.9299,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3735,MODERATE,0.819,0.0,2.0,-0.2815,0,SELL,-9.429,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
BAC,0.0,0.0,0.0,-0.09,Bear,0.79,N/A,0.2744,OK,1.0083,0.4587,CHAOTIC,0.9655,0.6515,0.9869,True,-0.3552,1.0,RSI,0.00225,0.1424,0.1518,0.198,1.0,HARMONY,NO_CONFLICT,0.1138,0.9299,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.109,HARMONY,1.05,0.0,2.0,-0.4769,0,SELL,-11.216,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
GS,0.0,0.0,0.0,-0.08,Bear,0.93,N/A,0.5607,MINOR,0.9287,0.6123,SIDEWAYS,0.9355,0.6182,0.9321,True,-0.4682,1.0,log_return,-0.000812,0.1438,0.1448,0.201,0.95,MILD,NO_CONFLICT,0.0998,0.9299,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1039,HARMONY,1.092,0.0,2.0,-0.5003,0,SELL,-9.225,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
V,0.0017,0.0017,0.0017,-0.07,Bear,0.91,N/A,0.3129,OK,0.9173,0.6721,SIDEWAYS,0.9654,0.6514,0.9414,True,-0.8152,1.0,vol_change,-0.001219,0.1459,0.1483,0.2043,0.95,MILD,NO_CONFLICT,0.1112,0.9323,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1026,HARMONY,1.092,0.0,2.0,-0.4813,0,SELL,-2.531,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
GLD,0.3382,0.3382,0.3382,0.08,Sideways,0.94,N/A,0.3,OK,0.9057,0.7332,SIDEWAYS,0.95,0.5,0.9278,True,-0.5772,1.0,sma10_dist,0.001484,0.3564,0.3307,0.1162,1.0,HARMONY,MILD_ADJUST,0.2108,0.9423,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.5141,MODERATE,0.819,0.0,2.0,-0.1838,0,SELL,-0.018,noise_c,OK!,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
TLT,1.0,1.0,0.0,0.12,Sideways,0.98,N/A,0.3,OK,0.8996,0.7652,SIDEWAYS,0.95,0.5,0.9248,False,0.0044,0.72,sma10_dist,0.000854,0.9958,0.6631,0.273,0.95,MILD,NO_CONFLICT,0.4973,0.9242,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2124,MILD,0.8694,10.16,10.16,0.246,11,BUY,5.625,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
SLV,0.0023,0.0023,0.0023,-0.03,Bear,0.65,N/A,0.3,OK,0.9163,0.6774,SIDEWAYS,0.95,0.5,0.9331,True,-0.9439,1.0,vol_change,-0.00265,0.1517,0.2553,0.2164,0.95,MILD,NO_CONFLICT,0.1915,0.9377,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2918,MILD,0.945,0.0,2.0,-0.3475,0,SELL,-3.755,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
XOM,0.0,0.0,0.0,-0.06,Sideways,0.93,N/A,0.35,OK,0.9004,0.761,SIDEWAYS,0.9954,0.6847,0.9479,True,-0.7462,1.0,sma10_dist,0.000423,0.2066,0.1958,0.279,0.95,MILD,NO_CONFLICT,0.1469,0.9233,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.5372,MODERATE,0.7875,0.0,2.0,-0.2797,0,SELL,-2.877,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
CVX,0.0,0.0,0.0,-0.05,Sideways,0.93,N/A,0.35,OK,0.9123,0.6986,SIDEWAYS,0.9953,0.6845,0.9538,True,-0.2704,1.0,log_return,-0.000716,0.208,0.1984,0.28,0.95,MILD,NO_CONFLICT,0.1488,0.9233,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.5082,MODERATE,0.7245,0.0,2.0,-0.2768,0,SELL,-9.344,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
WMT,0.0,0.0,0.0,-0.02,Sideways,0.88,N/A,0.309,OK,1.01,0.4499,CHAOTIC,0.9,0.3,0.955,True,-0.426,1.0,RSI,-0.002192,0.2122,0.2027,0.283,0.95,MILD,NO_CONFLICT,0.152,0.9233,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.4452,MODERATE,0.7245,0.0,2.0,-0.272,0,SELL,-2.312,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
PG,1.0,1.0,0.0,0.01,Sideways,0.79,N/A,0.3824,OK,0.9177,0.6701,SIDEWAYS,1.0226,0.7088,0.9701,True,0.0236,1.0,RSI,0.003363,0.9901,0.9125,0.284,0.95,MILD,NO_CONFLICT,0.6844,0.894,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.2763,MILD,0.828,16.56,16.56,0.5266,10,BUY,3.933,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
JNJ,0.867,0.867,0.133,0.02,Sideways,0.82,N/A,0.4631,MINOR,0.9864,0.5682,CHAOTIC,0.9954,0.6845,0.9909,True,0.7511,1.0,RSI,0.001657,0.982,0.9244,0.2072,0.95,MILD,MILD_ADJUST,0.5707,0.9375,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3214,MODERATE,0.7875,13.32,13.32,0.3561,8,BUY,-0.05,noise_w,BAD,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
NFLX,0.0004,0.0004,0.0004,-0.08,Sideways,0.98,N/A,0.3922,OK,0.9872,0.5641,NEUTRAL,0.9655,0.6515,0.9764,True,-0.2793,1.0,vol_change,-0.001109,0.204,0.1991,0.2768,0.95,MILD,NO_CONFLICT,0.1493,0.9413,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3708,MODERATE,0.7875,0.0,2.0,-0.276,0,SELL,-3.86,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
DIS,0.0,0.0,0.0,-0.07,Sideways,0.94,N/A,0.4823,MINOR,1.0106,0.4472,CHAOTIC,0.9655,0.6515,0.988,True,-0.0157,1.0,log_return,-0.002214,0.2052,0.2027,0.278,0.95,MILD,NO_CONFLICT,0.1458,0.9413,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.3735,MODERATE,0.75,0.0,2.0,-0.2813,0,SELL,-6.408,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
CRM,0.0,0.0,0.0,-0.09,Bear,0.98,N/A,0.3866,OK,1.0085,0.4574,CHAOTIC,0.9655,0.6515,0.987,True,-0.4671,1.0,RSI,-0.000978,0.1424,0.1518,0.198,1.0,HARMONY,NO_CONFLICT,0.1138,0.9413,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.1009,HARMONY,1.0,0.0,2.0,-0.4769,0,SELL,-7.335,correct,OK,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
PLTR,1.0,1.0,0.0,-0.1,Sideways,0.77,N/A,0.5648,MINOR,0.9902,0.5489,CHAOTIC,0.9355,0.6182,0.9628,False,0.0052,0.72,sma50_dist,0.002079,0.9755,0.6763,0.338,0.95,MILD,NO_CONFLICT,0.5012,0.9442,0.75,STRONG SYCOPHANCY HOLD low dominance (−25%),0.472,MODERATE,0.78,5.63,5.63,0.2518,21,BUY,-8.646,wrong,BAD,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30->Aug05-2024)
